angle,direction,length,order,shape,color
,forward,100.0,2,box,brown
123.0,left,,97,twirl,brown
144.0,right,,35,spiral_star,black
144.0,right,,3,spiral_star,brown
,forward,320.0,64,spiral_star,purple
144.0,right,,53,spiral_star,black
,forward,100.0,123,flower,black
45.0,left,,37,flower,purple
90.0,left,,109,box_flower,blue
90.0,left,,124,box_flower,black
144.0,right,,9,spiral_star,yellow
144.0,right,,59,spiral_star,red
90.0,left,,145,box_flower,green
,forward,150.0,8,twirl,red
,forward,100.0,63,flower,yellow
,forward,100.0,110,box_flower,black
20.0,left,,134,flower,purple
123.0,left,,15,twirl,yellow
45.0,left,,68,flower,brown
20.0,right,,90,circle,blue
20.0,left,,44,box_flower,black
,forward,80.0,18,star,purple
,forward,150.0,44,twirl,brown
123.0,left,,39,twirl,blue
123.0,left,,13,twirl,black
,forward,340.0,68,spiral_star,blue
135.0,left,,52,flower,purple
,forward,160.0,32,spiral_star,green
,forward,150.0,36,twirl,red
,forward,25.0,105,circle,red
,forward,170.0,34,spiral_star,yellow
123.0,left,,71,twirl,purple
,forward,150.0,30,twirl,brown
,forward,100.0,33,box_flower,purple
90.0,left,,91,box_flower,yellow
45.0,left,,100,flower,black
,forward,150.0,60,twirl,black
20.0,right,,94,circle,black
,forward,150.0,88,twirl,green
,forward,100.0,47,flower,purple
,forward,25.0,87,circle,brown
45.0,left,,1,flower,blue
,forward,100.0,92,box_flower,purple
90.0,left,,14,box_flower,yellow
,forward,100.0,40,flower,blue
,forward,100.0,87,box_flower,blue
144.0,right,,49,spiral_star,purple
,forward,100.0,146,box_flower,brown
,forward,25.0,101,circle,purple
90.0,left,,102,box_flower,brown
,forward,100.0,2,box_flower,blue
,forward,100.0,6,box_flower,black
,forward,100.0,67,flower,purple
,forward,310.0,62,spiral_star,green
,forward,100.0,54,flower,black
,forward,100.0,2,box,yellow
123.0,left,,63,twirl,red
,forward,150.0,90,twirl,purple
144.0,right,,69,spiral_star,red
120.0,right,,1,star,brown
,forward,100.0,22,flower,red
144.0,right,,35,spiral_star,blue
,forward,100.0,29,flower,green
,forward,100.0,65,flower,black
90.0,left,,131,box_flower,black
,forward,100.0,78,box_flower,green
135.0,left,,3,flower,purple
20.0,left,,26,box_flower,black
90.0,left,,7,box_flower,yellow
,forward,100.0,45,box_flower,black
123.0,left,,47,twirl,black
90.0,left,,37,box_flower,brown
90.0,left,,145,box_flower,black
20.0,left,,26,box_flower,red
,forward,100.0,90,flower,purple
45.0,left,,5,flower,green
,forward,90.0,18,spiral_star,purple
144.0,right,,19,spiral_star,black
,forward,100.0,90,box_flower,black
90.0,left,,30,box_flower,green
,forward,25.0,83,circle,blue
123.0,left,,49,twirl,black
120.0,right,,5,star,brown
144.0,right,,5,spiral_star,yellow
,forward,100.0,2,flower,yellow
,forward,100.0,29,flower,purple
,forward,100.0,2,flower,green
,forward,150.0,6,twirl,brown
,forward,150.0,44,twirl,purple
20.0,right,,98,circle,blue
,forward,100.0,110,flower,brown
,forward,100.0,119,flower,yellow
90.0,left,,70,box_flower,black
20.0,right,,78,circle,black
,forward,100.0,132,box_flower,blue
45.0,left,,23,flower,purple
20.0,right,,100,circle,black
,forward,100.0,63,flower,blue
90.0,left,,57,box_flower,green
,forward,100.0,146,flower,green
90.0,left,,79,box_flower,blue
123.0,left,,73,twirl,purple
20.0,left,,89,flower,blue
,forward,25.0,105,circle,blue
20.0,left,,71,box_flower,brown
,forward,70.0,14,spiral_star,brown
,forward,100.0,49,box_flower,yellow
,forward,230.0,46,spiral_star,brown
,forward,100.0,6,box_flower,green
,forward,100.0,51,box_flower,blue
20.0,left,,26,box_flower,brown
,forward,100.0,24,box_flower,green
,forward,100.0,121,flower,yellow
,forward,25.0,107,circle,green
20.0,left,,143,box_flower,brown
,forward,150.0,34,twirl,red
,forward,100.0,148,box_flower,red
144.0,right,,9,spiral_star,green
20.0,right,,76,circle,green
20.0,left,,143,flower,green
20.0,left,,62,flower,green
90.0,left,,70,box_flower,brown
,forward,100.0,60,box_flower,purple
90.0,left,,102,box_flower,black
123.0,left,,93,twirl,black
,forward,100.0,6,box_flower,yellow
,forward,100.0,2,box,blue
144.0,right,,69,spiral_star,purple
,forward,150.0,84,twirl,brown
,forward,230.0,46,spiral_star,green
,forward,150.0,96,twirl,brown
,forward,100.0,157,flower,black
123.0,left,,11,twirl,green
,forward,100.0,2,box,red
,forward,100.0,74,flower,black
,forward,100.0,96,box_flower,red
90.0,left,,84,box_flower,red
123.0,left,,17,twirl,red
,forward,100.0,40,box_flower,red
,forward,150.0,96,twirl,red
,forward,100.0,15,flower,blue
45.0,left,,113,flower,blue
,forward,100.0,126,flower,yellow
90.0,left,,57,box_flower,blue
123.0,left,,45,twirl,purple
,forward,70.0,14,spiral_star,green
,forward,150.0,80,twirl,yellow
20.0,right,,80,circle,yellow
120.0,right,,17,star,yellow
123.0,left,,19,twirl,black
,forward,150.0,78,twirl,yellow
123.0,left,,97,twirl,yellow
,forward,100.0,58,flower,green
20.0,right,,72,circle,black
45.0,left,,50,flower,brown
,forward,100.0,141,flower,black
90.0,left,,19,box_flower,black
123.0,left,,75,twirl,brown
123.0,left,,9,twirl,purple
,forward,100.0,20,box_flower,yellow
20.0,left,,134,box_flower,green
,forward,70.0,14,spiral_star,purple
144.0,right,,49,spiral_star,blue
,forward,100.0,76,box_flower,black
,forward,100.0,105,box_flower,black
,forward,100.0,72,flower,green
,forward,100.0,69,box_flower,black
45.0,left,,77,flower,black
135.0,left,,124,flower,brown
,forward,320.0,64,spiral_star,red
,forward,150.0,88,twirl,yellow
90.0,left,,91,box_flower,blue
,forward,150.0,6,twirl,purple
,forward,25.0,89,circle,black
123.0,left,,13,twirl,green
,forward,150.0,44,twirl,green
,forward,100.0,67,box_flower,red
,forward,100.0,45,box_flower,purple
,forward,100.0,60,box_flower,black
,forward,310.0,62,spiral_star,black
90.0,left,,25,box_flower,purple
,forward,100.0,67,box_flower,blue
20.0,left,,8,flower,blue
,forward,100.0,13,box_flower,brown
,forward,100.0,49,box_flower,green
,forward,100.0,130,box_flower,green
,forward,150.0,44,twirl,black
,forward,320.0,64,spiral_star,brown
123.0,left,,57,twirl,blue
20.0,left,,53,box_flower,black
,forward,150.0,6,twirl,blue
,forward,100.0,153,flower,brown
,forward,150.0,12,twirl,red
,forward,100.0,157,box_flower,yellow
,forward,200.0,40,spiral_star,yellow
135.0,left,,79,flower,black
123.0,left,,91,twirl,brown
,forward,150.0,28,twirl,brown
,forward,100.0,132,flower,brown
90.0,left,,133,box_flower,green
20.0,right,,88,circle,yellow
144.0,right,,31,spiral_star,blue
90.0,left,,127,box_flower,purple
,forward,100.0,78,box_flower,yellow
20.0,right,,90,circle,yellow
90.0,left,,39,box_flower,red
,forward,100.0,36,flower,red
,forward,100.0,103,box_flower,black
,forward,150.0,34,twirl,brown
,forward,100.0,108,box_flower,brown
144.0,right,,65,spiral_star,green
-48.0,right,,15,star,blue
20.0,left,,125,box_flower,blue
20.0,left,,53,box_flower,brown
,forward,150.0,16,twirl,green
,forward,25.0,85,circle,red
144.0,right,,51,spiral_star,brown
144.0,right,,29,spiral_star,blue
90.0,left,,34,box_flower,green
20.0,left,,44,box_flower,yellow
90.0,left,,14,box_flower,black
,forward,100.0,72,box_flower,black
,forward,25.0,73,circle,purple
123.0,left,,27,twirl,yellow
,forward,100.0,63,box_flower,yellow
20.0,right,,92,circle,red
20.0,right,,86,circle,brown
90.0,left,,50,box_flower,green
144.0,right,,63,spiral_star,green
45.0,left,,23,flower,brown
45.0,left,,100,flower,yellow
144.0,right,,13,spiral_star,yellow
45.0,left,,59,flower,yellow
,forward,100.0,65,flower,red
123.0,left,,89,twirl,red
20.0,right,,80,circle,red
,forward,150.0,90,twirl,brown
,forward,100.0,157,box_flower,black
90.0,left,,61,box_flower,green
,forward,100.0,40,box_flower,yellow
,forward,25.0,83,circle,yellow
,forward,100.0,6,box_flower,red
,forward,100.0,0,flower,red
20.0,left,,152,box_flower,red
90.0,left,,104,box_flower,yellow
45.0,left,,136,flower,purple
,forward,100.0,159,flower,yellow
,forward,150.0,60,twirl,brown
135.0,left,,156,flower,black
20.0,left,,62,box_flower,black
,forward,80.0,16,spiral_star,purple
135.0,left,,120,flower,green
,forward,150.0,10,twirl,red
,forward,100.0,72,flower,red
,forward,100.0,22,box_flower,black
144.0,right,,5,spiral_star,brown
,forward,100.0,153,flower,black
,forward,100.0,27,box_flower,red
90.0,left,,158,box_flower,red
90.0,left,,151,box_flower,red
123.0,left,,69,twirl,green
135.0,left,,21,flower,green
20.0,left,,98,flower,red
90.0,left,,104,box_flower,purple
123.0,left,,81,twirl,brown
,forward,100.0,112,flower,brown
,forward,25.0,107,circle,blue
,forward,220.0,44,spiral_star,yellow
135.0,left,,93,flower,purple
123.0,left,,79,twirl,purple
,forward,150.0,94,twirl,green
123.0,left,,9,twirl,green
144.0,right,,51,spiral_star,blue
45.0,left,,149,flower,purple
135.0,left,,133,flower,purple
,forward,100.0,148,box_flower,green
,forward,150.0,72,twirl,green
,forward,100.0,87,flower,red
,forward,100.0,112,flower,blue
90.0,left,,59,box_flower,green
,forward,100.0,31,box_flower,black
135.0,left,,48,flower,black
45.0,left,,32,flower,blue
120.0,right,,9,star,black
,forward,100.0,24,flower,red
,forward,210.0,42,spiral_star,blue
90.0,left,,66,box_flower,brown
,forward,100.0,27,flower,black
,forward,80.0,8,star,green
90.0,left,,88,box_flower,black
90.0,left,,136,box_flower,purple
144.0,right,,21,spiral_star,green
20.0,right,,100,circle,red
90.0,left,,30,box_flower,brown
,forward,25.0,79,circle,yellow
90.0,left,,127,box_flower,green
135.0,left,,115,flower,blue
,forward,100.0,18,box_flower,green
90.0,left,,100,box_flower,purple
,forward,60.0,12,spiral_star,black
123.0,left,,73,twirl,black
45.0,left,,122,flower,blue
,forward,100.0,6,box,black
90.0,left,,138,box_flower,blue
,forward,100.0,92,box_flower,yellow
,forward,150.0,26,twirl,green
,forward,150.0,8,twirl,green
90.0,left,,124,box_flower,yellow
90.0,left,,10,box_flower,red
144.0,right,,11,spiral_star,blue
90.0,left,,5,box,blue
135.0,left,,142,flower,red
,forward,100.0,137,box_flower,yellow
20.0,right,,82,circle,red
,forward,150.0,8,twirl,purple
135.0,left,,52,flower,red
,forward,130.0,26,spiral_star,green
,forward,100.0,11,flower,black
20.0,right,,104,circle,blue
,forward,100.0,51,flower,green
,forward,100.0,105,flower,red
,forward,100.0,56,box_flower,yellow
,forward,150.0,34,twirl,black
90.0,left,,46,box_flower,yellow
20.0,left,,89,flower,yellow
90.0,left,,14,box_flower,green
,forward,100.0,153,flower,green
,forward,100.0,45,flower,red
,forward,25.0,79,circle,blue
20.0,left,,80,flower,green
,forward,80.0,6,star,yellow
,forward,100.0,105,flower,blue
123.0,left,,53,twirl,red
20.0,left,,161,flower,black
144.0,right,,67,spiral_star,red
,forward,100.0,139,flower,brown
123.0,left,,27,twirl,purple
,forward,150.0,88,twirl,blue
90.0,left,,5,box,purple
20.0,right,,86,circle,red
123.0,left,,65,twirl,black
123.0,left,,73,twirl,brown
,forward,180.0,36,spiral_star,purple
123.0,left,,9,twirl,yellow
90.0,left,,66,box_flower,yellow
,forward,100.0,141,box_flower,green
,forward,150.0,34,twirl,yellow
,forward,25.0,83,circle,purple
45.0,left,,1,flower,yellow
,forward,100.0,2,box_flower,black
,forward,150.0,80,twirl,blue
90.0,left,,39,box_flower,blue
90.0,left,,151,box_flower,yellow
20.0,right,,80,circle,brown
,forward,150.0,62,twirl,yellow
120.0,right,,1,star,black
,forward,100.0,29,box_flower,blue
90.0,left,,86,box_flower,purple
90.0,left,,1,box_flower,purple
20.0,left,,125,flower,purple
,forward,100.0,103,box_flower,red
,forward,60.0,12,spiral_star,blue
45.0,left,,37,flower,red
,forward,100.0,105,flower,brown
45.0,left,,154,flower,yellow
,forward,100.0,85,flower,brown
20.0,left,,26,flower,yellow
,forward,140.0,28,spiral_star,yellow
,forward,0.0,0,spiral_star,brown
123.0,left,,53,twirl,blue
45.0,left,,109,flower,blue
20.0,left,,8,box_flower,blue
,forward,100.0,36,box_flower,purple
90.0,left,,151,box_flower,brown
,forward,150.0,60,twirl,red
90.0,left,,115,box_flower,green
,forward,100.0,108,box_flower,black
90.0,left,,25,box_flower,brown
45.0,left,,86,flower,purple
90.0,left,,66,box_flower,green
20.0,left,,71,box_flower,black
,forward,150.0,88,twirl,black
45.0,left,,55,flower,brown
123.0,left,,7,twirl,red
123.0,left,,63,twirl,yellow
,forward,150.0,82,twirl,blue
90.0,left,,100,box_flower,red
,forward,80.0,12,star,green
20.0,left,,53,flower,red
90.0,left,,79,box_flower,black
144.0,right,,43,spiral_star,brown
90.0,left,,21,box_flower,brown
20.0,left,,8,box_flower,green
,forward,150.0,60,twirl,yellow
123.0,left,,33,twirl,red
90.0,left,,147,box_flower,black
,forward,100.0,110,box_flower,green
20.0,left,,80,flower,brown
,forward,100.0,128,flower,yellow
,forward,100.0,117,flower,green
135.0,left,,12,flower,green
123.0,left,,95,twirl,brown
20.0,right,,96,circle,green
20.0,right,,78,circle,green
,forward,80.0,6,star,red
144.0,right,,9,spiral_star,brown
,forward,100.0,11,flower,green
135.0,left,,61,flower,purple
,forward,150.0,20,twirl,black
45.0,left,,10,flower,blue
90.0,left,,23,box_flower,purple
,forward,170.0,34,spiral_star,red
,forward,150.0,92,twirl,yellow
,forward,100.0,27,flower,purple
,forward,100.0,99,box_flower,purple
,forward,100.0,159,flower,black
,forward,290.0,58,spiral_star,red
,forward,100.0,146,flower,brown
,forward,100.0,137,box_flower,green
144.0,right,,53,spiral_star,blue
45.0,left,,104,flower,brown
144.0,right,,33,spiral_star,red
45.0,left,,23,flower,blue
,forward,100.0,128,box_flower,black
135.0,left,,142,flower,purple
90.0,left,,5,box,red
,forward,100.0,22,box_flower,blue
,forward,100.0,121,box_flower,blue
,forward,110.0,22,spiral_star,yellow
123.0,left,,71,twirl,blue
,forward,100.0,110,flower,yellow
,forward,100.0,108,flower,black
123.0,left,,5,twirl,red
20.0,right,,106,circle,black
123.0,left,,45,twirl,black
90.0,left,,68,box_flower,green
45.0,left,,127,flower,blue
20.0,left,,17,box_flower,yellow
135.0,left,,93,flower,brown
,forward,150.0,24,twirl,blue
20.0,left,,125,box_flower,red
90.0,left,,113,box_flower,purple
,forward,100.0,105,flower,yellow
,forward,100.0,141,box_flower,purple
90.0,left,,28,box_flower,red
20.0,left,,44,box_flower,brown
144.0,right,,53,spiral_star,brown
,forward,150.0,18,twirl,brown
,forward,100.0,141,flower,blue
,forward,330.0,66,spiral_star,blue
,forward,100.0,13,box_flower,yellow
,forward,100.0,81,box_flower,yellow
,forward,100.0,20,flower,yellow
,forward,100.0,132,flower,blue
45.0,left,,1,flower,purple
,forward,100.0,72,box_flower,purple
90.0,left,,16,box_flower,red
,forward,100.0,22,box_flower,yellow
,forward,80.0,10,star,green
45.0,left,,154,flower,red
20.0,left,,143,flower,purple
,forward,210.0,42,spiral_star,yellow
20.0,left,,53,flower,black
,forward,100.0,137,box_flower,purple
144.0,right,,25,spiral_star,yellow
,forward,100.0,33,box_flower,red
20.0,right,,104,circle,purple
,forward,100.0,69,flower,brown
,forward,100.0,72,flower,brown
,forward,100.0,63,flower,brown
20.0,right,,84,circle,red
,forward,100.0,40,box_flower,purple
,forward,150.0,80,twirl,red
45.0,left,,73,flower,green
,forward,150.0,30,spiral_star,brown
90.0,left,,156,box_flower,green
123.0,left,,57,twirl,yellow
45.0,left,,5,flower,brown
,forward,230.0,46,spiral_star,yellow
20.0,right,,94,circle,yellow
90.0,left,,64,box_flower,brown
,forward,100.0,112,box_flower,brown
144.0,right,,39,spiral_star,blue
,forward,100.0,60,flower,brown
123.0,left,,49,twirl,green
123.0,left,,11,twirl,brown
,forward,100.0,56,flower,brown
20.0,right,,104,circle,green
,forward,100.0,121,box_flower,yellow
144.0,right,,27,spiral_star,yellow
,forward,100.0,108,box_flower,purple
123.0,left,,51,twirl,red
144.0,right,,39,spiral_star,green
45.0,left,,140,flower,blue
,forward,150.0,92,twirl,red
,forward,100.0,119,flower,purple
,forward,100.0,76,box_flower,red
,forward,100.0,137,box_flower,blue
,forward,100.0,60,box_flower,yellow
,forward,100.0,96,box_flower,purple
144.0,right,,53,spiral_star,yellow
90.0,left,,142,box_flower,yellow
20.0,left,,17,flower,brown
135.0,left,,25,flower,yellow
144.0,right,,3,spiral_star,red
90.0,left,,28,box_flower,black
90.0,left,,113,box_flower,blue
20.0,right,,76,circle,purple
123.0,left,,5,twirl,purple
,forward,100.0,15,box_flower,red
123.0,left,,47,twirl,red
20.0,left,,80,box_flower,blue
135.0,left,,88,flower,brown
45.0,left,,158,flower,black
,forward,50.0,10,spiral_star,brown
,forward,100.0,114,box_flower,black
,forward,100.0,101,box_flower,green
,forward,100.0,56,box_flower,black
45.0,left,,118,flower,red
,forward,100.0,123,flower,green
,forward,100.0,108,box_flower,red
,forward,150.0,90,twirl,red
123.0,left,,27,twirl,black
,forward,100.0,51,flower,black
,forward,25.0,97,circle,black
123.0,left,,37,twirl,blue
144.0,right,,47,spiral_star,brown
123.0,left,,61,twirl,green
135.0,left,,34,flower,red
90.0,left,,133,box_flower,yellow
,forward,290.0,58,spiral_star,green
,forward,100.0,144,flower,yellow
123.0,left,,19,twirl,blue
90.0,left,,120,box_flower,red
,forward,40.0,8,spiral_star,green
,forward,50.0,10,spiral_star,black
90.0,left,,86,box_flower,red
123.0,left,,83,twirl,brown
20.0,right,,78,circle,red
,forward,100.0,83,flower,blue
20.0,left,,143,flower,brown
,forward,25.0,75,circle,green
90.0,left,,140,box_flower,green
,forward,150.0,52,twirl,red
20.0,left,,107,box_flower,yellow
,forward,100.0,20,spiral_star,green
90.0,left,,5,box_flower,yellow
135.0,left,,70,flower,purple
-48.0,right,,11,star,yellow
,forward,100.0,81,flower,red
,forward,100.0,146,box_flower,green
90.0,left,,46,box_flower,red
45.0,left,,82,flower,purple
,forward,150.0,72,twirl,black
144.0,right,,27,spiral_star,purple
20.0,right,,96,circle,red
20.0,left,,35,box_flower,yellow
45.0,left,,145,flower,blue
90.0,left,,48,box_flower,brown
90.0,left,,57,box_flower,brown
90.0,left,,12,box_flower,green
,forward,100.0,33,flower,red
,forward,100.0,139,box_flower,purple
,forward,260.0,52,spiral_star,black
,forward,140.0,28,spiral_star,red
,forward,150.0,94,twirl,yellow
135.0,left,,97,flower,yellow
45.0,left,,95,flower,blue
,forward,100.0,137,flower,yellow
123.0,left,,5,twirl,blue
,forward,130.0,26,spiral_star,brown
,forward,100.0,74,box_flower,yellow
,forward,160.0,32,spiral_star,purple
,forward,100.0,29,flower,black
20.0,left,,71,box_flower,yellow
,forward,30.0,6,spiral_star,black
45.0,left,,149,flower,blue
,forward,100.0,15,flower,brown
,forward,150.0,24,twirl,brown
,forward,100.0,6,box_flower,blue
,forward,150.0,26,twirl,brown
,forward,100.0,42,flower,purple
,forward,100.0,27,box_flower,purple
,forward,50.0,10,spiral_star,green
123.0,left,,5,twirl,black
123.0,left,,83,twirl,purple
,forward,100.0,135,flower,blue
123.0,left,,93,twirl,yellow
,forward,150.0,66,twirl,black
,forward,100.0,132,flower,black
20.0,right,,98,circle,brown
,forward,100.0,27,flower,yellow
123.0,left,,79,twirl,black
,forward,150.0,4,twirl,purple
,forward,100.0,139,box_flower,red
,forward,130.0,26,spiral_star,red
,forward,30.0,6,spiral_star,green
,forward,80.0,16,spiral_star,blue
,forward,100.0,141,box_flower,brown
20.0,left,,98,flower,yellow
135.0,left,,39,flower,black
,forward,100.0,63,box_flower,brown
90.0,left,,19,box_flower,yellow
135.0,left,,52,flower,blue
,forward,100.0,0,flower,black
20.0,left,,26,box_flower,blue
,forward,80.0,0,star,purple
123.0,left,,93,twirl,red
45.0,left,,91,flower,black
45.0,left,,64,flower,black
123.0,left,,69,twirl,brown
123.0,left,,11,twirl,yellow
,forward,100.0,31,flower,purple
20.0,left,,80,box_flower,brown
,forward,100.0,0,box_flower,purple
123.0,left,,7,twirl,green
123.0,left,,45,twirl,blue
,forward,150.0,30,spiral_star,purple
20.0,right,,84,circle,blue
,forward,100.0,38,flower,purple
45.0,left,,158,flower,brown
123.0,left,,51,twirl,purple
90.0,left,,129,box_flower,blue
,forward,150.0,56,twirl,purple
20.0,left,,62,box_flower,purple
45.0,left,,23,flower,yellow
,forward,100.0,0,box_flower,brown
,forward,100.0,110,box_flower,yellow
20.0,right,,74,circle,blue
,forward,20.0,4,spiral_star,blue
,forward,150.0,72,twirl,yellow
90.0,left,,66,box_flower,black
,forward,100.0,117,flower,brown
123.0,left,,21,twirl,green
45.0,left,,19,flower,black
,forward,25.0,91,circle,yellow
20.0,right,,74,circle,green
,forward,100.0,31,box_flower,purple
123.0,left,,69,twirl,yellow
,forward,230.0,46,spiral_star,purple
,forward,150.0,90,twirl,blue
90.0,left,,149,box_flower,brown
,forward,80.0,10,star,yellow
,forward,100.0,137,box_flower,brown
135.0,left,,70,flower,red
45.0,left,,145,flower,black
,forward,25.0,83,circle,brown
,forward,100.0,103,flower,blue
45.0,left,,73,flower,blue
90.0,left,,133,box_flower,red
123.0,left,,73,twirl,green
144.0,right,,27,spiral_star,green
144.0,right,,7,spiral_star,brown
144.0,right,,41,spiral_star,red
,forward,100.0,121,box_flower,green
,forward,100.0,29,flower,red
144.0,right,,17,spiral_star,black
,forward,100.0,117,box_flower,blue
,forward,100.0,69,flower,purple
20.0,left,,161,flower,brown
,forward,100.0,36,flower,green
123.0,left,,59,twirl,green
135.0,left,,61,flower,blue
123.0,left,,95,twirl,black
123.0,left,,69,twirl,black
,forward,100.0,4,box_flower,black
90.0,left,,21,box_flower,black
90.0,left,,106,box_flower,black
,forward,100.0,6,box,green
,forward,100.0,110,box_flower,purple
,forward,100.0,9,flower,yellow
,forward,80.0,16,star,black
,forward,100.0,119,box_flower,brown
,forward,150.0,98,twirl,green
135.0,left,,12,flower,blue
,forward,80.0,10,star,black
,forward,80.0,12,star,brown
,forward,100.0,114,box_flower,red
90.0,left,,160,box_flower,purple
,forward,100.0,9,box_flower,brown
135.0,left,,102,flower,yellow
90.0,left,,127,box_flower,blue
,forward,180.0,36,spiral_star,yellow
123.0,left,,35,twirl,brown
45.0,left,,131,flower,red
,forward,100.0,0,flower,purple
45.0,left,,136,flower,yellow
90.0,left,,68,box_flower,purple
45.0,left,,59,flower,purple
45.0,left,,145,flower,red
123.0,left,,61,twirl,black
,forward,180.0,36,spiral_star,brown
135.0,left,,7,flower,brown
20.0,left,,98,box_flower,green
,forward,150.0,66,twirl,brown
123.0,left,,65,twirl,red
,forward,25.0,77,circle,green
,forward,100.0,108,flower,purple
123.0,left,,41,twirl,green
,forward,150.0,94,twirl,black
,forward,100.0,139,flower,blue
90.0,left,,7,box,red
,forward,100.0,83,box_flower,red
135.0,left,,48,flower,red
123.0,left,,27,twirl,green
20.0,left,,98,box_flower,yellow
90.0,left,,84,box_flower,purple
20.0,right,,80,circle,black
,forward,100.0,153,box_flower,green
135.0,left,,30,flower,brown
45.0,left,,14,flower,green
90.0,left,,1,box_flower,brown
20.0,right,,94,circle,green
,forward,100.0,15,box_flower,black
,forward,100.0,105,box_flower,green
,forward,150.0,72,twirl,red
,forward,100.0,92,flower,purple
90.0,left,,43,box_flower,red
,forward,100.0,114,flower,purple
90.0,left,,79,box_flower,brown
20.0,right,,98,circle,red
123.0,left,,67,twirl,brown
,forward,150.0,42,twirl,red
144.0,right,,25,spiral_star,purple
,forward,60.0,12,spiral_star,green
90.0,left,,3,box_flower,brown
90.0,left,,124,box_flower,purple
90.0,left,,156,box_flower,purple
,forward,100.0,128,box_flower,green
,forward,100.0,45,box_flower,red
90.0,left,,97,box_flower,black
,forward,150.0,18,twirl,blue
,forward,100.0,18,flower,blue
123.0,left,,15,twirl,blue
,forward,0.0,0,spiral_star,green
90.0,left,,46,box_flower,brown
90.0,left,,48,box_flower,blue
120.0,right,,13,star,purple
90.0,left,,77,box_flower,green
,forward,100.0,65,box_flower,yellow
,forward,100.0,90,flower,brown
,forward,100.0,94,box_flower,purple
20.0,left,,35,box_flower,purple
45.0,left,,154,flower,brown
20.0,left,,116,flower,blue
,forward,260.0,52,spiral_star,blue
,forward,100.0,13,flower,black
90.0,left,,93,box_flower,blue
144.0,right,,7,spiral_star,yellow
90.0,left,,3,box,purple
135.0,left,,7,flower,blue
,forward,150.0,58,twirl,purple
,forward,100.0,40,box_flower,black
,forward,100.0,128,box_flower,yellow
,forward,100.0,92,box_flower,blue
,forward,100.0,103,flower,brown
144.0,right,,19,spiral_star,brown
20.0,left,,107,box_flower,black
144.0,right,,5,spiral_star,blue
,forward,150.0,68,twirl,black
,forward,25.0,91,circle,purple
20.0,right,,104,circle,black
45.0,left,,127,flower,purple
90.0,left,,93,box_flower,red
135.0,left,,88,flower,blue
20.0,right,,94,circle,blue
,forward,100.0,85,flower,green
20.0,right,,84,circle,brown
123.0,left,,77,twirl,red
135.0,left,,7,flower,purple
,forward,340.0,68,spiral_star,black
,forward,100.0,11,flower,yellow
,forward,100.0,63,flower,green
,forward,150.0,0,twirl,red
,forward,170.0,34,spiral_star,blue
,forward,150.0,24,twirl,purple
144.0,right,,67,spiral_star,black
135.0,left,,156,flower,brown
,forward,220.0,44,spiral_star,black
,forward,100.0,72,flower,yellow
20.0,left,,152,flower,yellow
-48.0,right,,15,star,brown
,forward,100.0,119,box_flower,red
123.0,left,,15,twirl,purple
20.0,left,,152,box_flower,purple
,forward,100.0,157,box_flower,red
20.0,left,,26,box_flower,purple
,forward,100.0,94,box_flower,red
123.0,left,,43,twirl,brown
123.0,left,,99,twirl,brown
123.0,left,,97,twirl,green
,forward,100.0,45,flower,purple
,forward,150.0,28,twirl,purple
123.0,left,,87,twirl,green
,forward,100.0,11,box_flower,blue
135.0,left,,25,flower,green
45.0,left,,46,flower,purple
20.0,right,,102,circle,yellow
90.0,left,,115,box_flower,black
,forward,100.0,65,flower,purple
90.0,left,,122,box_flower,yellow
123.0,left,,51,twirl,black
90.0,left,,86,box_flower,blue
90.0,left,,19,box_flower,blue
144.0,right,,31,spiral_star,black
135.0,left,,70,flower,yellow
,forward,100.0,112,box_flower,red
,forward,100.0,51,flower,blue
,forward,150.0,88,twirl,purple
90.0,left,,138,box_flower,green
144.0,right,,13,spiral_star,blue
,forward,100.0,54,box_flower,purple
,forward,250.0,50,spiral_star,green
,forward,150.0,56,twirl,brown
123.0,left,,77,twirl,black
45.0,left,,41,flower,blue
,forward,150.0,40,twirl,red
,forward,100.0,117,flower,black
90.0,left,,138,box_flower,purple
90.0,left,,43,box_flower,black
123.0,left,,45,twirl,yellow
144.0,right,,19,spiral_star,green
90.0,left,,1,box_flower,blue
,forward,150.0,0,twirl,black
,forward,220.0,44,spiral_star,green
20.0,left,,26,flower,black
144.0,right,,31,spiral_star,yellow
45.0,left,,46,flower,black
,forward,150.0,54,twirl,red
20.0,left,,116,flower,red
135.0,left,,66,flower,black
,forward,260.0,52,spiral_star,purple
135.0,left,,106,flower,red
90.0,left,,79,box_flower,yellow
,forward,100.0,60,flower,green
135.0,left,,102,flower,black
144.0,right,,49,spiral_star,black
,forward,100.0,110,box_flower,brown
20.0,right,,78,circle,yellow
20.0,left,,53,box_flower,yellow
135.0,left,,124,flower,red
45.0,left,,64,flower,brown
20.0,left,,125,flower,red
90.0,left,,104,box_flower,blue
,forward,25.0,85,circle,blue
135.0,left,,52,flower,yellow
90.0,left,,48,box_flower,purple
20.0,left,,71,box_flower,purple
90.0,left,,5,box_flower,green
144.0,right,,31,spiral_star,green
123.0,left,,81,twirl,blue
123.0,left,,3,twirl,blue
20.0,left,,62,flower,black
20.0,left,,35,box_flower,red
45.0,left,,73,flower,yellow
90.0,left,,3,box,black
